title,company,location,link,description,searched_for,experience_level_filter,days_back,scraped_at
Junior Mechanical Engineer,Project Mirage,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/junior-mechanical-engineer-at-project-mirage-4310341357?position=11&pageNum=0&refId=YIkHsSW3vmwYfau3yNvjVg%3D%3D&trackingId=RWgrfyZw9V%2FqV4sMO00Nbw%3D%3D,"Junior Mechanical Engineer JD:Location: BangaloreEmployment Type: Full-timeExperience Level: 0 to 2 yearsDepartment: Hardware / Product EngineeringAbout UsWe are a very early-stage startup at the cutting edge of consumer electronics innovation. Our team has experience building hardware for the past 6 years where we built hardware from scratch and scaled it to over half a million in sales.Role Overview:We’re seeking a passionate Junior Mechanical Engineer to join our small but growing hardware team. You’ll contribute to the design, development, and validation of mechanical components and assemblies for our next-generation consumer devices. This is a hands-on role — ideal for someone excited get their hands dirty to build, prototype, test, and iterate in a startup environment where your work has a direct impact on the product. We are looking for candidates who are genuinely curious to learn new things everyday, build and experiment on a daily basis.Key ResponsibilitiesAssist in the mechanical design of consumer electronic devices, including enclosures, internal structures, and moving parts.Work with CAD tools (e.g., SolidWorks, Fusion 360) to develop detailed part and assembly models.Support rapid prototyping, including 3D printing, machining, and hands-on assembly of prototypes.Participate in design reviews, tolerance analysis, and design-for-manufacturing (DFM) discussions.Build quick and dirty prototypes to test hypothesis.Collaborate with cross-functional teams (industrial design, electrical, firmware, operations) to integrate mechanical designs into the overall product.Work with suppliers and manufacturers to support tooling, fabrication, and assembly processes.Follow-up with suppliers and vendors to get components in early and test.QualificationsBachelor’s degree in Mechanical Engineering or related field.Exposure to thermal, structural, or reliability testing.Knowledge of plastics, injection molding, die casting, or sheet metal designInternship experience in product design firms or consumer hardware firms is a plusIf you find this opportunity exciting, give us a brief about your favorite project that you have made significant and direct contributions to - https://forms.gle/6UnnfHnwxWZkPdfv5



        
            Show more
          

          



        
            Show less",Junior Electrical Engineer,Entry Level,7,2025-10-08 15:07:30
Hardware Design Engineer - Intern,NVZEN Technologies,"Tamil Nadu, India",https://in.linkedin.com/jobs/view/hardware-design-engineer-intern-at-nvzen-technologies-4311268391?position=12&pageNum=0&refId=YIkHsSW3vmwYfau3yNvjVg%3D%3D&trackingId=wEyZkJ2peutxry7EmJugXQ%3D%3D,"Company DescriptionNVZEN Technologies offers custom Internet of Things (IoT) product development services, including Android Point of Sale Terminals, Financial Sound Boxes, Industrial IoT Gateways, Multi-Purpose IoT Gateways, and Long Range Radio Asset Tracking. The company is dedicated to providing innovative IoT solutions to meet the specific needs of various industries.Role DescriptionThis is a full-time on-site role for a Hardware Design Engineer - Intern located in Chennai, Tamil Nadu, India. The intern will be responsible for supporting the design and development of electronic hardware, including circuit design and hardware architecture. They will work closely with senior engineers to learn and contribute to various hardware development projects, ensuring high-quality and innovative designs.QualificationsHardware Development and Electronics Hardware Design skillsProficiency in Hardware Design and Circuit DesignUnderstanding of Hardware ArchitectureExcellent problem-solving skills and attention to detailAbility to work collaboratively in a team environmentcompleted a degree in Electrical Engineering, Electronics Engineering, or a related field



        
            Show more
          

          



        
            Show less",Junior Electrical Engineer,Entry Level,7,2025-10-08 15:07:41
Hardware Engineer Intern,Enlog,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/hardware-engineer-intern-at-enlog-4311246456?position=13&pageNum=0&refId=YIkHsSW3vmwYfau3yNvjVg%3D%3D&trackingId=gKc%2B8rkxhiYYJ3qr8webHg%3D%3D,"Job Title: Hardware InternLocation: Sector 62, GurgaonDuration: 3–6 monthsFull-Time Opportunity: Successful interns will have the chance to transition into a full-time role at Enlog after completing the internship.About Enlog:ENLOG is one of the fastest-growing deep technology startups, focused on building innovative solutions that create real-world impact. We are expanding our team and looking for passionate individuals eager to learn, research, and contribute to data-driven decision-making.Key Responsibilities:Assist in assembling, installing, and configuring desktops, laptops, and other hardware.Troubleshoot hardware issues and support repairs or replacements.Maintain hardware inventory and proper documentation.Test and evaluate new hardware and technologies for the team.Support network setup and peripheral connectivity.Assist the IT/Hardware team with day-to-day hardware-related tasks.Skills & Qualifications:Pursuing a degree in Computer Science, Electronics, IT, or a related field.Basic knowledge of computer hardware and troubleshooting.Familiarity with operating systems (Windows/Linux) and peripheral devices.Good problem-solving and analytical skills.Ability to work independently and collaboratively.Strong documentation and communication skills.Learning Opportunities:Hands-on exposure to hardware installation, troubleshooting, and maintenance in a startup environment.Understanding of IT/hardware management across multiple teams.Opportunity to work with a cross-functional team and gain practical experience in a professional setting.



        
            Show more
          

          



        
            Show less",Junior Electrical Engineer,Entry Level,7,2025-10-08 15:07:50
Electronics Engineering Internship in Bhopal,Skillmission Welfare Society,"Bhopal, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/electronics-engineering-internship-in-bhopal-at-skillmission-welfare-society-4311186719?position=14&pageNum=0&refId=YIkHsSW3vmwYfau3yNvjVg%3D%3D&trackingId=b8A%2BarheGjIdIzg4Ek%2FD1g%3D%3D,"Selected Intern's Day-to-day Responsibilities Include Assist in creating/editing circuit schematics using EDA tools (Altium, Eagle, KiCad). Perform circuit simulations (SPICE) to verify designs before implementation. Prototype circuits on breadboards and assemble basic hardware. Conduct testing & troubleshooting to identify faults and correct issues. Use instruments (multimeter, oscilloscope, signal generator) for measurements. Support PCB layout design and component placement using CAD tools. Run design rule checks (DRC) to ensure compliance with standards. Maintain proper documentation of schematics, values, and results. Prepare and present progress reports to mentors/team.About Company: Practical implementation is the only way to achieve the objective of lifelong learning. We emphasize execution-based study tactics along with formal education and ensure all resources with proper trainer availability. A group of people with similar objectives can generate better and faster results than an individual. We invite all who want to be social activists and work regularly to enhance our community. Online and offline modes of connectivity are available for the same.
        


        
            Show more
          

          



        
            Show less",Junior Electrical Engineer,Entry Level,7,2025-10-08 15:08:01
Junior AI & Back-End Engineer,JobAlchemy,India,https://in.linkedin.com/jobs/view/junior-ai-back-end-engineer-at-jobalchemy-4311575737?position=15&pageNum=0&refId=YIkHsSW3vmwYfau3yNvjVg%3D%3D&trackingId=PQwYmNNWn2qeIZYupW6xtA%3D%3D,"About JobAlchemyJobAlchemy is an AI co-pilot that simplifies how people apply for jobs. From creating tailored CVs to analyzing job descriptions and applying directly through our Chrome extension. We’re a small, fast-moving team building tools that save people hours while improving their chances of landing interviews.The RoleWe’re looking for a Junior AI & Back-End Engineer who’s excited about working with modern AI APIs and building scalable back-end systems. You don’t need to be a machine learning researcher — but you should know how to use models to build real product features.You’ll work directly with the founding team on core JobAlchemy features, like the Chrome extension that scans LinkedIn job posts and matches them to user profiles, or our CV tailoring system powered by AI.What You’ll DoBuild and maintain back-end APIs and microservices (Node.js or Python).Design and refine AI prompts for tasks such as job-description analysis, skill-matching, and tailored CV generation.Develop logic that connects user data from onboarding with AI-generated results in real time.Work with JSON-based data structures to analyse and transform profile information and job descriptions.Develop and test new features for the Chrome extension integration.Deploy and monitor services on AWS (Lambda, EC2, S3, DynamoDB, CloudWatch).Collaborate with the CTO and product team to design lightweight, scalable systems that plug directly into our existing stack.Write clear documentation for your code and decisions.RequirementsBachelor’s degree in Computer Science, Engineering, or equivalent experience.0–1 year of experience in software development (internships included).Strong knowledge of JavaScript (Node.js) or Python for back-end development.Experience integrating AI APIs (e.g., OpenAI, Anthropic, Gemini, etc.).Good understanding of prompt engineering: designing prompts, handling system messages, enforcing structure in responses.Familiarity with AWS and cloud deployment basics.Solid understanding of REST APIs, JSON handling, and version control (Git).Curiosity and problem-solving mindset, you’re comfortable figuring things out.Nice to HaveExperience with Chrome extension development.Familiarity with front-end integration (React or similar).Knowledge of data validation, caching, or serverless design patterns.Interest in startup environments and shipping fast.What We OfferOpportunity to be one of the early engineers in a growing startup.Direct collaboration with the founding team (CEO & CTO).Real ownership of features that users interact with daily.Competitive pay and potential equity for standout contributors.A culture of experimentation, learning, and quick iteration.



        
            Show more
          

          



        
            Show less",Junior Electrical Engineer,Entry Level,7,2025-10-08 15:08:07
Machine Learning Intern,UM IT Solutions,India,https://in.linkedin.com/jobs/view/machine-learning-intern-at-um-it-solutions-4311249542?position=2&pageNum=0&refId=xpTndBlqfHIgilteTD2CjQ%3D%3D&trackingId=UjlqPR4byqR5jSnt312jUg%3D%3D,"Machine Learning Intern (Paid)Company: Unified MentorLocation: RemoteDuration: 3 monthsOpportunity: Full-time based on performance, with Certificate of InternshipApplication Deadline: 09th October 2025About Unified MentorUnified Mentor provides students and graduates with hands-on learning opportunities and career growth in Machine Learning and Data Science.Role OverviewAs a Machine Learning Intern, you will work on real-world projects, enhancing your practical skills in data analysis and model development.Responsibilities✅ Design, test, and optimize machine learning models✅ Analyze and preprocess datasets✅ Develop algorithms and predictive models✅ Use tools like TensorFlow, PyTorch, and Scikit-learn✅ Document findings and create reportsRequirements🎓 Enrolled in or a graduate of a relevant program (Computer Science, AI, Data Science, or related field)🧠 Knowledge of machine learning concepts and algorithms💻 Proficiency in Python or R (preferred)🤝 Strong analytical and teamwork skillsBenefits💰 Stipend: ₹7,500 - ₹15,000 (Performance-Based) (Paid)✔ Hands-on machine learning experience✔ Internship Certificate & Letter of Recommendation✔ Real-world project contributions for your portfolioEqual OpportunityUnified Mentor is an equal-opportunity employer, welcoming candidates from all backgrounds.



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 15:08:37
Machine Learning Intern,UM IT Solutions,India,https://in.linkedin.com/jobs/view/machine-learning-intern-at-um-it-solutions-4312011506?position=3&pageNum=0&refId=xpTndBlqfHIgilteTD2CjQ%3D%3D&trackingId=BY80nzPzTYA0qrwqlFAmzw%3D%3D,"Machine Learning Intern (Paid)Company: WebBoost Solutions by UMLocation: RemoteDuration: 3 monthsOpportunity: Full-time based on performance, with a Certificate of InternshipApplication Deadline: 09th October 2025About WebBoost Solutions by UMWebBoost Solutions by UM provides students and graduates with hands-on learning and career growth opportunities in machine learning and data science.Role OverviewAs a Machine Learning Intern, you’ll work on real-world projects, gaining practical experience in machine learning and data analysis.Responsibilities✅ Design, test, and optimize machine learning models.✅ Analyze and preprocess datasets.✅ Develop algorithms and predictive models for various applications.✅ Use tools like TensorFlow, PyTorch, and Scikit-learn.✅ Document findings and create reports to present insights.Requirements🎓 Enrolled in or graduate of a relevant program (AI, ML, Data Science, Computer Science, or related field)📊 Knowledge of machine learning concepts and algorithms.🐍 Proficiency in Python or R (preferred).🤝 Strong analytical and teamwork skills.Benefits💰 Stipend: ₹7,500 - ₹15,000 (Performance-Based) (Paid)✔ Practical machine learning experience.✔ Internship Certificate & Letter of Recommendation.✔ Build your portfolio with real-world projects.How to Apply📩 Submit your application by 09th October 2025 with the subject: ""Machine Learning Intern Application"".Equal OpportunityWebBoost Solutions by UM is an equal opportunity employer, welcoming candidates from all backgrounds.



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 15:08:43
Software Engineer Intern,GreyOrange,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/software-engineer-intern-at-greyorange-4312002920?position=4&pageNum=0&refId=xpTndBlqfHIgilteTD2CjQ%3D%3D&trackingId=WM%2FUHAMNE7fDtRRyCU0lWw%3D%3D,"Job Title: Software Development InternLocation: Gurgaon, India (Hybrid)Duration: 6 MonthsOpen Position: 1Role OverviewWe are looking for a passionate and curious Software Development Intern to join our engineering team for a 6-month internship.You will work alongside experienced engineers, contribute to real-world projects, and get exposure to advanced technologies in AI, robotics, and cloud platforms.Key ResponsibilitiesAssist in the design, development, and testing of software modules and features.Write clean, maintainable, and efficient code under guidance.Collaborate with cross-functional teams (QA, product, robotics) to deliver high-quality solutions.Debug and resolve technical issues in software components.Learn and apply modern software development practices, including Agile methodologies, version control (Git), and CI/CD.What You’ll LearnFull-cycle software development in a fast-paced, product-driven environment.Exposure to AI, robotics, cloud platforms, microservices, and distributed systems.Industry best practices in coding, testing, and deployment.Collaboration with senior engineers, architects, and product teams.QualificationsPursuing or recently completed B.Tech / B.E. / M.Tech in Computer Science, IT, or related field from tier 1 college only.Strong understanding of OOP concepts, data structures, and algorithms.Proficiency in at least one programming language (Java, Python, C++ or Go).Familiarity with databases (SQL/NoSQL) and web technologies is a plus.Enthusiastic about problem-solving, innovation, and learning new technologies.Perks & BenefitsIt's a paid internship.Opportunity to work on cutting-edge robotics and AI software.Mentorship from industry experts and exposure to global teams.



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 15:08:52
Software Development Engineer Intern,HackerRank,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/software-development-engineer-intern-at-hackerrank-4306187935?position=5&pageNum=0&refId=xpTndBlqfHIgilteTD2CjQ%3D%3D&trackingId=JarAxgjxZzTZDJVpuLma%2BA%3D%3D,"At HackerRank, we are on a mission to change the world to value skills over pedigree. We are a high-performing, mission-driven team that truly, madly, deeply cares about what we do. We don’t see velocity and quality as tradeoffs; both matter. If you take pride in high-impact work and thrive in a driven team, HackerRank is where you belong.Duration: 6 months (Jan-June 2026). Apply only if you are available full-time to work from our Bengaluru office for the entire duration.About The RoleWe’re looking for ambitious Software Development Interns who love writing clean, impactful code that other developers will actually use. You won’t shadow from the sidelines; you’ll actually design features, push production code, and solve problems that touch millions of developers every day. Your work will directly shape how developers learn, get hired, and grow their careers. This is a hands-on, high-impact, six-month sprint. It’s your chance to sharpen your engineering chops, collaborate with world-class mentors, and leave with a body of work that’s unmistakably yours.What You’ll DoFrom day one, you’ll be treated as a full member of the engineering team. Expect to:Own full-stack slices end-to-end- ideate, prototype, code, test, and launch production features.Tackle scale and performance- reduce latency, harden reliability, and optimize systems for real traffic.Prototype boldly and iterate rapidly- validate ideas with metrics, roll out experiments, and pivot fast.Push improvements constantly.Collaborate with product, design, and QA and participate in planning, specs, and reviews.Who You AreYou’re a pragmatic engineer who is inquisitive, hungry to learn and obsessed with craftSolid foundations in data structures and algorithms.Fluent in at least one modern language and committed to readable, maintainable code.Understanding of APIs, web services, and databases.A clear communicator and collaborative problem-solver who owns work end-to-end.Deeply care about your work and think beyond coding to product impact.An active contributor to open-source projects.Even better if you haveSide projects, open-source contributions, hackathon wins, or technical writing that show curiosity and impact.Practical experience using AI/ML tools or integrating LLMs into product flows.A smart sense of how to apply AI to your work.Knowledge of performance tuning, caching, and profiling.Previous internship or coding-challenge experience.How You’ll Grow HereWe treat interns like product engineers - you’ll be mentored, visible, and trusted with real responsibilities:Dedicated 1:1 mentorship with a senior engineer who guides your roadmap and craft.Ship features and improvements to production quickly- often in your very first month.Competitive stipend, insurance, two-way travel, and reimbursements.Learn how business goals connect to everything you build by the way of weekly company updates from leadership.Cross-team pairing and exposure to engineering, design, and product leaders.Public spotlight for your batch’s projects- every intern class since 2018 has a dedicated page on our site.Strong performers are fast-tracked for return offers or full-time roles.Past intern storiesWe want every intern to have a place in HackerRank’s story - that’s why we've kept a dedicated page for every intern batch since 2018, and yours will live on our website forever too. Check out what past interns built: 2025, 2024, 2022, 2021, 2018 and more.Hear From Previous InternsIshan (SDE Intern, 2021), Abhishek (SDE Intern, 2021), Adyasha (SDE Intern, 2021), Sindhu (SDE Intern, 2024), Khushboo (SDE Intern, 2024), Priya (SDE Intern, 2023).Interview prepWe know interviews can feel overwhelming, so we’ve created an Interview Prep Guide just for you. It walks you through the entire process, with tips and examples to help you put your best foot forward. Make sure to read it before you start!You can also try our Hiring Agent, a smart tool that shows how your resume stacks up on our evaluation grid. We highly encourage you to run your resume through it before applying, it’s a great way to spot strengths and gaps early.Insider tip: Want extra brownie points? Contribute to our GitHub project. Fork it, fix bugs, improve features, or suggest smarter ways to build. We actively look at contributions, and it’s one of the best ways to get noticed and even fast-tracked in the interview process.All the best!! We can't wait to see your application. Apply now!Got questions? Email internship-queries@hackerrank.com and you’ll hear from us soon.Want to learn more about HackerRank? Check out HackerRank.com to explore our products, solutions and resources, and dive into our story and mission here.HackerRank is a proud equal employment opportunity and affirmative action employer. We provide equal opportunity to everyone for employment based on individual performance and qualification. We never discriminate based on race, religion, national origin, gender identity or expression, sexual orientation, age, marital, veteran, or disability status. All your information will be kept confidential according to EEO guidelines.Linkedin |X | Blog | Instagram | Life@HackerRank|Notice To Prospective HackerRank Job ApplicantsOur Recruiters use @hackerrank.com email addresses.We never ask for payment or credit check information to apply, interview, or work here.



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 15:08:58
Software Engineer Intern,INDmoney,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/software-engineer-intern-at-indmoney-4311360431?position=6&pageNum=0&refId=xpTndBlqfHIgilteTD2CjQ%3D%3D&trackingId=3%2FmApaTrp8B0bWRkCdZY%2Fg%3D%3D,"🚀 Frontend Development Intern (ReactJS & NextJS)Location: GurgaonAbout the Role:We’re looking for a passionate and motivated Frontend Development Intern to join our team in building cutting-edge investment, trading, and financial tracking products. If you're excited about performance, user experience, and modern web technologies — this is the perfect opportunity to learn and grow with us.Key Responsibilities:Assist in developing responsive web and mobile interfaces using ReactJS and NextJS.Collaborate with the team to build smooth, performant, and engaging webviews for mobile apps.Learn and apply SEO best practices and core web vitals to ensure high-performance pages.Support the team in setting up automated testing pipelines using tools like Playwright and Vitest.Participate in code reviews and team discussions to improve code quality and architecture.What We’re Looking For:Familiarity or hands-on experience (through projects, coursework, or personal work) with ReactJS and NextJS.Basic understanding of responsive design and web performance optimization.Willingness to learn about SEO and core web vitals.Interest in writing clean, maintainable code and learning modern testing tools.A proactive mindset and strong attention to detail.Why Join Us?Work on real-world fintech products impacting thousands of users.Mentorship from experienced engineers.Opportunity to convert to a full-time role based on performance.



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 15:09:07
Software Engineer Intern (Frontend),PharmEasy,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/software-engineer-intern-frontend-at-pharmeasy-4309726517?position=7&pageNum=0&refId=xpTndBlqfHIgilteTD2CjQ%3D%3D&trackingId=6znUpLkK0%2F2%2B5fwvMAuyog%3D%3D,"PharmEasywww.pharmeasy.inPharmEasy is a consumer healthcare “super app.” Started with the sole purpose of making healthcare accessible and affordable to all, PharmEasy today is India's leading and most trusted online healthcare aggregator in the country. We provide on-demand, home-delivered access to a wide range of prescription pharmaceuticals, diagnostic test services, OTC pharmaceuticals, other consumer healthcare products, thereby serving your healthcare needs. Thus, through our services, we ensure you get access to the best and most genuine health products, with the highest savings in the shortest time possible. Today, we deliver medicines in 1000+ cities in India, covering 19000+ pin codes. We offer diagnostic test services across Mumbai, including Thane, Navi Mumbai, Kalyan & Dombivali, Delhi with Noida, Gurgaon, Faridabad & Ghaziabad, Chennai, Pune, Ahmedabad, and Gandhi Nagar, Surat, Vadodara, Lucknow, Kolkata, Hyderabad, Bengaluru, and Jaipur.Job Summary:PharmEasyWe are seeking a highly motivated and passionate Web Developer Intern to join our team. As a fresher, you’ll have the opportunity to learn and grow while contributing to exciting projects. You’ll work closely with our development team to create and maintain web applications that enhance user experience.Responsibilities:Collaborate with designers to translate design wireframes and mockups into responsive and interactive user interfaces.Write well-designed, testable, and efficient code using best software development practices.Optimize applications for maximum speed and scalability.Assist in testing and debugging to ensure high-quality product delivery.Ensure the technical feasibility of UI/UX designs.Write meaningful unit and integration tests.Monitoring and logging for frontend-related metrics and issuesParticipate in code reviews and contribute to a collaborative and inclusive team environment.Stay updated with the latest industry trends, technologies, and best practices in UI development.Requirements:Proficiency in front-end technologies (Reactjs, Next.js, HTML, CSS, JavaScript)Good understanding of one or more javascript frameworks.Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS.Good understanding of asynchronous request handling, partial page updates, and AJAX.Basic understanding of cross-browser compatibility issues and ways to work around them.Working Knowledge of version control systems such as Git.Basic understanding of UI/UX design principles and tools (e.g., Figma, Adobe XD).Good understanding of web security and web memory management.Basic Understanding of CI/CD pipelines



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 15:09:14
Data Science Intern,Corporate Website Solutions,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/data-science-intern-at-corporate-website-solutions-4311255274?position=8&pageNum=0&refId=xpTndBlqfHIgilteTD2CjQ%3D%3D&trackingId=xmcPD2hl%2BmNA6e%2FqZre%2B7w%3D%3D,"Job DescriptionAs a Data Science Intern, you will collaborate with our data science and analytics teams to work on meaningful projects involving data analysis, predictive modeling, and statistical modeling. You will have the opportunity to apply your academic knowledge in a practical, fast-paced environment, contribute to key data-driven projects, and gain valuable experience with industry-leading tools and technologies.ResponsibilitiesAssist in collecting, cleaning, and preprocessing data from various sources.Perform exploratory data analysis to identify trends, patterns, and anomalies.Develop and implement machine learning models and algorithms.Create data visualizations and reports to communicate findings to stakeholders.Collaborate with team members on data-driven projects and research.Participate in meetings and contribute to discussions on project progress and strategy.Work with large datasets to clean, preprocess, and analyze data.Build and deploy statistical and machine learning models to generate actionable insights.Conduct exploratory data analysis (EDA) to uncover trends, patterns, and correlations.Assist in the creation of data visualizations and dashboards for reporting insights.Support the development and improvement of data pipelines and algorithms.Collaborate with cross-functional teams to understand data needs and translate them into actionable analytics solutions.Contribute to the documentation and presentation of results, findings, and recommendations.Participate in team meetings, brainstorming sessions, and project discussions.Duration: 2 Months (with the possibility of extending up to 6 months)MODE: Work From Home (Online)RequirementsAny Graduate / PassOuts / Freasher can apply.Currently pursuing a Bachelor's or Master’s degree in Data Science, Computer Science, Mathematics, Statistics, or a related field.Proficiency in programming languages such as Python, R, or SQL.Strong foundation in statistics, probability, and data analysis techniques.BenefitsInternship CertificateLetter of recommendationStipend Performance BasedPart time work from home (2-3 Hrs per day)5 days a week, Fully Flexible Shift



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 15:09:24
Software Engineer Intern,Emireq,India,https://in.linkedin.com/jobs/view/software-engineer-intern-at-emireq-4311255481?position=9&pageNum=0&refId=xpTndBlqfHIgilteTD2CjQ%3D%3D&trackingId=Lpse27Ff%2FgIwCvFc56sgcg%3D%3D,"About Emireq: Emireq is a bold new initiative at the intersection of AI and global value-based economic systems. We are building the world’s first AI-powered Investment Metaverse, a principles-based financial ecosystem that combines technological innovation with ethical stewardship. Our mission is to shape the future of finance by blending cutting-edge technology with integrity and global impact.Company DescriptionWelcome to Emireq, a dynamic platform fostering ethical and Shariah-compliant investments. Emireq operates globally from its bases in the UAE and the US to connect investors, entrepreneurs, and businesses within the Islamic economy. With a presence in Dubai and Silicon Valley, Emireq caters to a diverse audience of ethical investors and visionary entrepreneurs. Our mission is to empower investors with conscious choices and support businesses aligned with ethical principles, ensuring responsible investments are accessible globally. Join Emireq to be part of a community that values ethical financial prosperity on a global scale.Job Title: Software Engineer Intern Location: Remote (India) Duration: Minimum 3 Months Work Hours: 5- 6 Hours DailyStipend: ₹10,000 – er monthWhat We Offer:Hands-on experience working on live projects in a dynamic tech environment.Mentorship and guidance from experienced professionals.A Completion Certificate upon successful completion of the internship (minimum 3 months).Opportunity for absorption into contract or permanent roles based on performance.Exposure to AI, fintech, and investment technology ecosystems.Responsibilities:Assist in designing, developing, and testing backend and frontend applications.Collaborate with the engineering team to write clean, efficient, and scalable code.Debug and troubleshoot technical issues.Participate in code reviews and contribute to improving best practices.Research and explore new technologies relevant to the curriculum and industry trends.Eligibility Criteria:Students from top-tier engineering colleges (IITs, NITs, IIITs, or within Top 100 engineering institutes in India).Strong academic performance (high CGPA preferred).Recent graduates or candidates with 3–6 months of experience may also apply.Good knowledge of backend and frontend technologies as per the latest curriculum.Requirements:Proficiency in at least one modern programming language (Python, JavaScript, or similar).Understanding of APIs, databases, and system design fundamentals.Strong problem-solving and analytical skills.Ability to work independently in a remote setup.Nice to Have:Exposure to frameworks like React, Node.js, or Django/FastAPI.Familiarity with Git/GitHub.Interest in fintech, AI, and next-gen investment technologies.



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 15:09:36
Software Engineer Intern,LegalBridge,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/software-engineer-intern-at-legalbridge-4308770046?position=10&pageNum=0&refId=xpTndBlqfHIgilteTD2CjQ%3D%3D&trackingId=DxuoqV2RDMsxCkOlTR%2BF5Q%3D%3D,"Software Engineer Intern (Hybrid | Bengaluru-Based)Company: LegalBridgeLocation: Delhi (Hybrid – mix of remote and in-office)Duration: 2–3 months (high performers may transition to full-time)Stipend: Competitive, output-drivenStart Date: Immediate / RollingAbout LegalBridgeLegalBridge is building the AI-first platform that helps attorneys and global mobility teams manage complex U.S. immigration workflows with speed, accuracy, and confidence.From extraordinary ability visas (O-1, EB-1A) to national interest waivers (EB-2 NIW) and executive transfers (L-1, EB-1C), our platform powers faster case preparation, evidence automation, and smart client collaboration.The RoleAs a Software Engineer Intern, you won’t just code features in isolation - you’ll help build the tools that redefine how immigration law firms operate.Your code will directly impact how attorneys, clients, and global companies handle complex visa processes.What You’ll Work OnAttorney Workflows: Build dashboards, document automation, and evidence-management features used in real immigration casesAI Integrations: Implement LLM-powered drafting, document classification, and case evaluation systemsEnd-to-End Development: Take features from idea to deployment, with reviews and mentorship from senior engineersCross-Functional Collaboration: Work directly with product designers, immigration attorneys, and AI researchersYou’re a Fit If YouAre studying (or recently graduated in) Computer Science, Engineering, or a related fieldAre comfortable with JavaScript/TypeScript or PythonHave experience with React, Next.js, Node.js, or similar frameworksHave built something - side projects, hackathons, coursework, or open sourceAre curious about AI/LLMs and how they can transform professional workflowsBonus: Experience with AI APIs, document parsing, databases (SQL/NoSQL), or cloud infrastructure.Our StackFrontend: React, Next.js, TypeScript, TailwindBackend: Node.js, Python, PostgreSQLAI: OpenAI, Anthropic ClaudeInfrastructure: Vercel, AWSYou don’t need to know it all - just be eager to learn and build.How We WorkHybrid & Flexible: Combine remote focus with in-office collaborationModern Tools: GitHub, Slack, Notion, and AI copilotsImpact-Driven: Measured by output and ownership, not attendanceHigh-Trust Environment: Autonomy to make decisions, with accountability for resultsWhat You’ll GainBuild AI-powered legaltech tools used by real attorneys and clientsLearn how AI, law, and product engineering intersectWork with LLMs in production and contribute to core product featuresReceive mentorship, a completion certificate, and a letter of recommendationOpportunity to transition into a full-time role



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 15:09:47
