title,company,location,link,description,searched_for,experience_level_filter,days_back,scraped_at
Junior Mechanical Engineer,Project Mirage,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/junior-mechanical-engineer-at-project-mirage-4310341357?position=11&pageNum=0&refId=H8oEYM6CrgtDflkRHE5WBA%3D%3D&trackingId=RzoNHiVDrxggRlgAURu26Q%3D%3D,"Junior Mechanical Engineer JD:Location: BangaloreEmployment Type: Full-timeExperience Level: 0 to 2 yearsDepartment: Hardware / Product EngineeringAbout UsWe are a very early-stage startup at the cutting edge of consumer electronics innovation. Our team has experience building hardware for the past 6 years where we built hardware from scratch and scaled it to over half a million in sales.Role Overview:We’re seeking a passionate Junior Mechanical Engineer to join our small but growing hardware team. You’ll contribute to the design, development, and validation of mechanical components and assemblies for our next-generation consumer devices. This is a hands-on role — ideal for someone excited get their hands dirty to build, prototype, test, and iterate in a startup environment where your work has a direct impact on the product. We are looking for candidates who are genuinely curious to learn new things everyday, build and experiment on a daily basis.Key ResponsibilitiesAssist in the mechanical design of consumer electronic devices, including enclosures, internal structures, and moving parts.Work with CAD tools (e.g., SolidWorks, Fusion 360) to develop detailed part and assembly models.Support rapid prototyping, including 3D printing, machining, and hands-on assembly of prototypes.Participate in design reviews, tolerance analysis, and design-for-manufacturing (DFM) discussions.Build quick and dirty prototypes to test hypothesis.Collaborate with cross-functional teams (industrial design, electrical, firmware, operations) to integrate mechanical designs into the overall product.Work with suppliers and manufacturers to support tooling, fabrication, and assembly processes.Follow-up with suppliers and vendors to get components in early and test.QualificationsBachelor’s degree in Mechanical Engineering or related field.Exposure to thermal, structural, or reliability testing.Knowledge of plastics, injection molding, die casting, or sheet metal designInternship experience in product design firms or consumer hardware firms is a plusIf you find this opportunity exciting, give us a brief about your favorite project that you have made significant and direct contributions to - https://forms.gle/6UnnfHnwxWZkPdfv5



        
            Show more
          

          



        
            Show less",Junior Electrical Engineer,Entry Level,7,2025-10-08 19:07:37
Electronics Engineering Internship in Bhopal,Skillmission Welfare Society,"Bhopal, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/electronics-engineering-internship-in-bhopal-at-skillmission-welfare-society-4311186719?position=12&pageNum=0&refId=H8oEYM6CrgtDflkRHE5WBA%3D%3D&trackingId=KNwDrrhSfgQ2BZDdHRWs0w%3D%3D,"Selected Intern's Day-to-day Responsibilities Include Assist in creating/editing circuit schematics using EDA tools (Altium, Eagle, KiCad). Perform circuit simulations (SPICE) to verify designs before implementation. Prototype circuits on breadboards and assemble basic hardware. Conduct testing & troubleshooting to identify faults and correct issues. Use instruments (multimeter, oscilloscope, signal generator) for measurements. Support PCB layout design and component placement using CAD tools. Run design rule checks (DRC) to ensure compliance with standards. Maintain proper documentation of schematics, values, and results. Prepare and present progress reports to mentors/team.About Company: Practical implementation is the only way to achieve the objective of lifelong learning. We emphasize execution-based study tactics along with formal education and ensure all resources with proper trainer availability. A group of people with similar objectives can generate better and faster results than an individual. We invite all who want to be social activists and work regularly to enhance our community. Online and offline modes of connectivity are available for the same.
        


        
            Show more
          

          



        
            Show less",Junior Electrical Engineer,Entry Level,7,2025-10-08 19:07:47
Junior AI & Back-End Engineer,JobAlchemy,India,https://in.linkedin.com/jobs/view/junior-ai-back-end-engineer-at-jobalchemy-4311575737?position=13&pageNum=0&refId=H8oEYM6CrgtDflkRHE5WBA%3D%3D&trackingId=hha5bmA6ojgQLKY4unAyIg%3D%3D,"About JobAlchemyJobAlchemy is an AI co-pilot that simplifies how people apply for jobs. From creating tailored CVs to analyzing job descriptions and applying directly through our Chrome extension. We’re a small, fast-moving team building tools that save people hours while improving their chances of landing interviews.The RoleWe’re looking for a Junior AI & Back-End Engineer who’s excited about working with modern AI APIs and building scalable back-end systems. You don’t need to be a machine learning researcher — but you should know how to use models to build real product features.You’ll work directly with the founding team on core JobAlchemy features, like the Chrome extension that scans LinkedIn job posts and matches them to user profiles, or our CV tailoring system powered by AI.What You’ll DoBuild and maintain back-end APIs and microservices (Node.js or Python).Design and refine AI prompts for tasks such as job-description analysis, skill-matching, and tailored CV generation.Develop logic that connects user data from onboarding with AI-generated results in real time.Work with JSON-based data structures to analyse and transform profile information and job descriptions.Develop and test new features for the Chrome extension integration.Deploy and monitor services on AWS (Lambda, EC2, S3, DynamoDB, CloudWatch).Collaborate with the CTO and product team to design lightweight, scalable systems that plug directly into our existing stack.Write clear documentation for your code and decisions.RequirementsBachelor’s degree in Computer Science, Engineering, or equivalent experience.0–1 year of experience in software development (internships included).Strong knowledge of JavaScript (Node.js) or Python for back-end development.Experience integrating AI APIs (e.g., OpenAI, Anthropic, Gemini, etc.).Good understanding of prompt engineering: designing prompts, handling system messages, enforcing structure in responses.Familiarity with AWS and cloud deployment basics.Solid understanding of REST APIs, JSON handling, and version control (Git).Curiosity and problem-solving mindset, you’re comfortable figuring things out.Nice to HaveExperience with Chrome extension development.Familiarity with front-end integration (React or similar).Knowledge of data validation, caching, or serverless design patterns.Interest in startup environments and shipping fast.What We OfferOpportunity to be one of the early engineers in a growing startup.Direct collaboration with the founding team (CEO & CTO).Real ownership of features that users interact with daily.Competitive pay and potential equity for standout contributors.A culture of experimentation, learning, and quick iteration.



        
            Show more
          

          



        
            Show less",Junior Electrical Engineer,Entry Level,7,2025-10-08 19:07:56
Full Stack Developer Intern,PinSec.Ai,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/full-stack-developer-intern-at-pinsec-ai-4311264892?position=1&pageNum=0&refId=PhVawnxEgbSNtmktpCgicw%3D%3D&trackingId=tLeN9U93D%2B0dpEc%2B1CGznQ%3D%3D,"💻 Full Stack Developer Intern – Code the Future of WealthLocation: Chennai / RemoteDuration: 3–6 monthsType: Internship (Full-time / Part-time)About UsAt PinSec.Ai, our foundation is built on being a high-performance, AI-native proprietary trading firm. We leverage data-driven insights, machine learning, and systematic research to generate repeatable alpha across Indian and global financial markets. Our in-house technology stack powers low-latency trading systems, advanced risk management frameworks, and robust research pipelines—spanning equities, commodities, and currencies.With a strong and proven core in quantitative strategy development and execution, we are now expanding into a new internal product vertical — building intuitive fintech platforms that make money less intimidating and investing more approachable. This next phase of our journey blends our technical depth in trading with a human-centered design approach to wealth management.From live quant trading infrastructure to interactive user dashboards and personalized wealth insights, we’re reimagining how people interact with money — and this is your chance to help shape that future from the inside out.Role OverviewWe're looking for a curious and hands-on Full Stack Developer Intern to work across frontend, backend, and data layers. You’ll collaborate with product managers, quant researchers, and designers to turn prototypes into production-ready code.No coffee runs here — you'll ship real features that power real portfolios.Key ResponsibilitiesBuild intuitive frontend interfaces using modern JavaScript frameworks (React preferred).Develop and maintain backend logic, APIs, and microservices using Node.js, Python, or similar stacks.Integrate real-time data streams, external APIs, and internal trading systems.Optimize SQL/NoSQL databases for performance and scalability.Debug, test, and improve system reliability — you’ll be our bug slayer and stability hero.Contribute to internal tools, dev automation scripts, and developer infrastructure.Collaborate using Git, GitLab, and project management tools like Zoho Projects or Notion.What We’re Looking ForExperience with JavaScript frameworks (React/Vue/Angular) and backend stacks like Node.js, Python, or Java.Knowledge of databases (MongoDB, PostgreSQL, etc.) and REST/WebSocket API architectures.A mindset to build, break, fix, and learn quickly in a fast-paced startup environment.Strong individual ownership combined with great team collaboration skills.Bonus: Passion or curiosity for fintech, markets, or investing applications.What’s In It For YouFull Stack Ownership – Work across the stack — not just “fix a button”.Live Codebase – Your code will go to production and be used by real users.Mentorship with Autonomy – Get guidance, but also the freedom to explore and build.Fintech Insight – Learn how modern wealth-tech platforms are built — from backend systems to frontend interactions.Tech Stack Exposure – React, Node.js, Python, AWS, Docker, WebSockets, CI/CD, GitLab, and more.Startup Learning Curve – 3 months here = 1 year of big-company experience.Portfolio Power – Leave with live projects, GitHub commits, and real case studies to showcase.Who Should Apply?✅ You’re passionate about building systems that impact real users.✅ You enjoy fast learning, rapid prototyping, and building with ownership.✅ You thrive in a collaborative, hands-on startup environment.✅ You want to understand how real-world fintech products and trading systems work.Tech Stack You Might UseReact, JavaScript, HTML/CSS, Node.js, Python, MongoDB, PostgreSQL, REST APIs, WebSockets, Docker, AWS, Git/GitLab, CI/CD pipelines.Perks & Culture✅ Competitive Fixed Compensation – Industry-leading pay for top intern talent✅ Performance-Based Bonuses – Aligned with your contributions and impact✅ Global Exposure – Interact with cross-border teams and mentors✅ Team Engagement – Social events, collaborative rituals, and hackathons✅ Startup Energy – Fast-moving, high-impact, and meritocratic environment
        


        
            Show more
          

          



        
            Show less",Power Systems Intern,Entry Level,7,2025-10-08 19:08:25
AI Engineer,Smartan FitTech,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/ai-engineer-at-smartan-fittech-4310336956?position=2&pageNum=0&refId=PhVawnxEgbSNtmktpCgicw%3D%3D&trackingId=siCh%2BEhScwNYADJ49Kysdw%3D%3D,"Job Title: AI Engineer - Computer Vision Location: Adyar, ChennaiCompany: Smartan FitTechExperience Required: 2+yearDuration: Full TimeJob Description: AI FullTime_JD..pdfAbout Smartan FitTech:As an AI Engineer, you’ll lead the design, development, and deployment of advanced computer vision models for human motion understanding and video analytics. You'll work across the full lifecycle of AI development — from data pipelines to inference optimization — helping ship features that power our next-generation fitness intelligence systems. Role Overview:We are looking for a motivated and talented Intern to work with our team to develop a reactive 3D model of users based on data collected from our advanced computer vision system. The ideal candidate should have a strong foundation in Unity, proficiency in C#, and experience with Web3 platforms to bring the 3D model to life in an interactive, real-time environment.Key Responsibilities:1. Own the end-to-end lifecycle of computer vision models: from experimentation to deployment and monitoring. 2. Build and optimize deep learning models:  i. Pose estimation and skeleton tracking  ii. Activity recognition and classification  iii. Posture correction and rep counting 3. Apply transfer learning, fine-tuning, and knowledge distillation techniques for performance and generalization. 4. Design scalable pipelines for video data ingestion, annotation, preprocessing, and augmentation. 5. Integrate AI modules into cloud-based (Azure/AWS) environments using REST APIs or microservices. 6. Optimize model inference using ONNX, TensorRT, and quantization strategies for real-time or edge deployment. 7. Collaborate cross-functionally with product, design, and frontend/backend teams to align on deliverables and timelines. 8. Stay up to date with the latest in vision research and evaluate new techniques for production integration. Required Skills & Qualifications:1. Bachelor’s or Master’s degree in Computer Science, AI, Machine Learning, or related discipline. 2. 2+ years of experience building and deploying computer vision models in production environments. 3. Proficient in Python, with deep experience in PyTorch and/or TensorFlow. 4. Hands-on expertise in models such as:  a. YOLOv5/YOLOv8  b. Vision Transformers 5. Experience working with pose estimation frameworks (Mediapipe, OpenPose, Detectron2). 6. Strong understanding of camera calibration, 3D geometry, and real-time motion tracking. 7. Experience integrating models into cloud environments (Azure, AWS) using APIs or containers. 8. Familiarity with tools such as OpenCV, MMAction2, DeepSort, and ONNX/TensorRT. Preferred Skills:• Experience in real-time video analytics, edge AI, and system optimization. • Familiarity with CI/CD pipelines, Docker, and monitoring tools for deployed models. • Prior experience in the fitness or healthcare domain with time-series or movement data. • Strong grasp of system-level design: latency tradeoffs, hardware acceleration, and scalability. What You’ll Gain: • A key role in shaping the next generation of intelligent fitness systems. • Flexible work environment with learning and mentorship. • Autonomy, ownership, and the opportunity to deploy models used by real users. • A fast-paced environment with exposure to the full AI pipeline, from data to deployment. HR Mail ID: kirthi.p@smartan.aiContact Number: 9791166986



        
            Show more
          

          



        
            Show less",Power Systems Intern,Entry Level,7,2025-10-08 19:08:33
Machine Learning Intern,Prime Corporate LLP,India,https://in.linkedin.com/jobs/view/machine-learning-intern-at-prime-corporate-llp-4308742071?position=1&pageNum=0&refId=NbePR1wtIabSQu6fHvdFFA%3D%3D&trackingId=MYEXWnhnfb1KEmj7yp9fhA%3D%3D,"Prime is a cutting-edge Edtech startup focused on building intelligent, autonomous AI agents thatcollaborate in multi-agent systems. We create agent-based architectures that enable autonomousdecision-making and seamless cooperation to solve complex problems. Join us to help pioneer thefuture of decentralized AI! We are a fast-growing Edtech company driven by innovation, collaboration,and adaptability. Our mission is to deliver cutting-edge solutions that align with market demands andtechnical feasibility.Role OverviewAs a Multi-Agent Systems Architect at Prime Corporate, you will design and develop multi-agentarchitectures that empower AI agents to work together autonomously. You will be responsible forcreating scalable, robust systems that enable agents to communicate, negotiate, and collaborateeffectively, driving innovation in AI-driven automation.Key Responsibilities• Design and implement multi-agent system architectures that enable autonomous decision-making and collaboration among AI agents.• Develop agent-based frameworks that support task allocation, communication protocols, andcoordination strategies.• Build and optimize agent communication layers using APIs, vector databases, andmessaging protocols.• Integrate large language models (LLMs) and other AI components into agent workflows toenhance capabilities.• working directly with LLM APIs (OpenAI, Anthropic, Mistral, Cohere, etc.).• Collaborate closely with product, engineering, and research teams to translate businessrequirements into technical solutions.• Ensure scalability, reliability, and fault tolerance of multi-agent systems in productionenvironments.• Continuously research and apply the latest advances in multi-agent systems, decentralizedAI, and autonomous agents.• Document architecture designs, workflows, and implementation details clearly for teamcollaboration and future reference.What We’re Looking For:• Practical experience designing and building multi-agent systems or agent-basedarchitectures.• Proficiency in Python and familiarity with AI/ML frameworks (e.g., LangChain, AutoGen,HuggingFace).• Understanding of decentralized control, agent communication protocols, and emergentsystem design.• Experience with cloud platforms (AWS, GCP, Azure) and API integrations.• Strong problem-solving skills and ability to work independently in a remote startupenvironment.• No formal degree required - your skills, projects, and passion matter most.Location - 100% OnsiteExperience - 0-1 yearCompensation Structure:This role follows a structured pathway designed to prepare candidates for the responsibilities of afull-time position.• Pre-Qualification Internship (Mandatory):• Duration: 2 months• Stipend: ₹5,000/month• Objective: To evaluate foundational skills, work ethic, and cultural fit within theorganization.• Internship (Mandatory)• Duration: 4 months• Stipend: ₹5,000–₹15,000/month (based on performance during the pre-qualificationinternship)Why Join Prime Corporate?• Work remotely with a passionate, innovative startup.• Contribute to pioneering multi-agent AI systems shaping the future of autonomoustechnology.• Grow your career from internship to full-time with competitive pay and equity opportunities.• Career Growth: Prove your potential and secure a full-time role with competitivecompensation.Note: This is not a direct full-time job opportunity. Candidates must commit to our mandatory two-stage internship process. If you’re genuinely interested in joining us, we’d love to hear from you!Ready to build the future of autonomous AI? Apply now and join Prime Corporate mission! Industry Software Development    .Employment Type    . Internship



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 19:09:00
Machine Learning Intern,UM IT Solutions,India,https://in.linkedin.com/jobs/view/machine-learning-intern-at-um-it-solutions-4312041748?position=2&pageNum=0&refId=NbePR1wtIabSQu6fHvdFFA%3D%3D&trackingId=ythlm3zh9lv09g35oX1UFQ%3D%3D,"Machine Learning Intern (Paid)Company: WebBoost Solutions by UMLocation: RemoteDuration: 3 monthsOpportunity: Full-time based on performance, with a Certificate of InternshipApplication Deadline: 09th October 2025About WebBoost Solutions by UMWebBoost Solutions by UM provides students and graduates with hands-on learning and career growth opportunities in machine learning and data science.Role OverviewAs a Machine Learning Intern, you’ll work on real-world projects, gaining practical experience in machine learning and data analysis.Responsibilities✅ Design, test, and optimize machine learning models.✅ Analyze and preprocess datasets.✅ Develop algorithms and predictive models for various applications.✅ Use tools like TensorFlow, PyTorch, and Scikit-learn.✅ Document findings and create reports to present insights.Requirements🎓 Enrolled in or graduate of a relevant program (AI, ML, Data Science, Computer Science, or related field)📊 Knowledge of machine learning concepts and algorithms.🐍 Proficiency in Python or R (preferred).🤝 Strong analytical and teamwork skills.Benefits💰 Stipend: ₹7,500 - ₹15,000 (Performance-Based) (Paid)✔ Practical machine learning experience.✔ Internship Certificate & Letter of Recommendation.✔ Build your portfolio with real-world projects.How to Apply📩 Submit your application by 09th October 2025 with the subject: ""Machine Learning Intern Application"".Equal OpportunityWebBoost Solutions by UM is an equal opportunity employer, welcoming candidates from all backgrounds.



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 19:09:10
Machine Learning Intern,UM IT Solutions,India,https://in.linkedin.com/jobs/view/machine-learning-intern-at-um-it-solutions-4311617972?position=3&pageNum=0&refId=NbePR1wtIabSQu6fHvdFFA%3D%3D&trackingId=Nk%2Fr9PtFSG4nC5axD6TM3g%3D%3D,"Machine Learning Intern (Paid)Company: Unified MentorLocation: RemoteDuration: 3 monthsOpportunity: Full-time based on performance, with Certificate of InternshipApplication Deadline: 09th October 2025About Unified MentorUnified Mentor provides students and graduates with hands-on learning opportunities and career growth in Machine Learning and Data Science.Role OverviewAs a Machine Learning Intern, you will work on real-world projects, enhancing your practical skills in data analysis and model development.Responsibilities✅ Design, test, and optimize machine learning models✅ Analyze and preprocess datasets✅ Develop algorithms and predictive models✅ Use tools like TensorFlow, PyTorch, and Scikit-learn✅ Document findings and create reportsRequirements🎓 Enrolled in or a graduate of a relevant program (Computer Science, AI, Data Science, or related field)🧠 Knowledge of machine learning concepts and algorithms💻 Proficiency in Python or R (preferred)🤝 Strong analytical and teamwork skillsBenefits💰 Stipend: ₹7,500 - ₹15,000 (Performance-Based) (Paid)✔ Hands-on machine learning experience✔ Internship Certificate & Letter of Recommendation✔ Real-world project contributions for your portfolioEqual OpportunityUnified Mentor is an equal-opportunity employer, welcoming candidates from all backgrounds.



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 19:09:17
Business Development Intern,Atiris Consultancy,"Mawal, Maharashtra, India",https://in.linkedin.com/jobs/view/business-development-intern-at-atiris-consultancy-4311615746?position=4&pageNum=0&refId=NbePR1wtIabSQu6fHvdFFA%3D%3D&trackingId=hZ%2B4r9OJHmaz12PKJI90qw%3D%3D,"Company Description Atiris Consultancy solves real business problems using strategy, innovation, and smart tech across five powerful services: Marketing, Business Strategy, IT Solutions, HR & Finance, and Engineering Solutions. Our team consists of top professionals from esteemed universities who deliver real results through AI, Data Science, and creative thinking. We design custom solutions tailored to each unique business, whether it’s a startup or a large company, to help them grow, improve, and stay competitive. Atiris is where technology meets results, and ideas become action! Role Description This is a full-time hybrid role for a Sales and Marketing Intern located in Mawal, with some work from home acceptable. The intern will be responsible for assisting with market research, executing marketing and branding activities, managing social media, supporting customer service, and aiding in business development efforts. Day-to-day tasks will include developing sales leads, engaging with clients, providing product information, and supporting training initiatives. The intern will also help in creating reports and analyzing sales data to assist sales management. Qualifications Communication and Customer Service skillsSales and Sales Management skillsAbility to support Training initiativesStrong organizational and analytical skillsProficiency in using marketing and sales software toolsCurrently pursuing or recently completed a degree in Marketing, Business, or a related field



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 19:09:26
Data Science Intern,BNP Paribas,"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/data-science-intern-at-bnp-paribas-4301521808?position=5&pageNum=0&refId=NbePR1wtIabSQu6fHvdFFA%3D%3D&trackingId=hRcE3Kkz8gqUcV6rzZhYzg%3D%3D,"About BNP Paribas India SolutionsEstablished in 2005, BNP Paribas India Solutions is a wholly owned subsidiary of BNP Paribas SA, European Union’s leading bank with an international reach. With delivery centers located in Bengaluru, Chennai and Mumbai, we are a 24x7 global delivery center. India Solutions services three business lines: Corporate and Institutional Banking, Investment Solutions and Retail Banking for BNP Paribas across the Group. Driving innovation and growth, we are harnessing the potential of over 10000 employees, to provide support and develop best-in-class solutions.About BNP Paribas GroupBNP Paribas is the European Union’s leading bank and key player in international banking. It operates in 65 countries and has nearly 185,000 employees, including more than 145,000 in Europe. The Group has key positions in its three main fields of activity: Commercial, Personal Banking & Services for the Group’s commercial & personal banking and several specialised businesses including BNP Paribas Personal Finance and Arval; Investment & Protection Services for savings, investment, and protection solutions; and Corporate & Institutional Banking, focused on corporate and institutional clients. Based on its strong diversified and integrated model, the Group helps all its clients (individuals, community associations, entrepreneurs, SMEs, corporates and institutional clients) to realize their projects through solutions spanning financing, investment, savings and protection insurance. In Europe, BNP Paribas has four domestic markets: Belgium, France, Italy, and Luxembourg. The Group is rolling out its integrated commercial & personal banking model across several Mediterranean countries, Turkey, and Eastern Europe. As a key player in international banking, the Group has leading platforms and business lines in Europe, a strong presence in the Americas as well as a solid and fast-growing business in Asia-Pacific. BNP Paribas has implemented a Corporate Social Responsibility approach in all its activities, enabling it to contribute to the construction of a sustainable future, while ensuring the Group's performance and stabilityCommitment to Diversity and InclusionAt BNP Paribas, we passionately embrace diversity and are committed to fostering an inclusive workplace where all employees are valued, respected and can bring their authentic selves to work. We prohibit Discrimination and Harassment of any kind and our policies promote equal employment opportunity for all employees and applicants, irrespective of, but not limited to their gender, gender identity, sex, sexual orientation, ethnicity, race, colour, national origin, age, religion, social status, mental or physical disabilities, veteran status etc. As a global Bank, we truly believe that inclusion and diversity of our teams is key to our success in serving our clients and the communities we operate in.About Business Line/FunctionGlobal Markets is currently recruiting talented people to join one of the most challenging and exciting part of our Quantitative Research team, the Data and Artificial Intelligence Lab!We are currently recruiting interns (in Mumbai) for the Global Market Data and Artificial Intelligence Lab of BNP Paribas: Global Market is part of the Corporate and Investment Bank and deals with all market activities on Equity, Foreign Exchange and Local Markets, G10 Rates, Primary and Secondary Credit and Financing asset classes.The Lab mission is to leverage the latest techniques of Machine Learning (Deep Learning, Natural Language Processing) on the vast amount of structured and un-structured data we are collecting while doing our business as well as any other public source of information.Position PurposeWe are, among other things, building models to improve the service we give to our clients (issuing recommendation, anticipating their needs, bringing the relevant research…), to help traders better understanding and managing their risks or leverage alternative data sources (social media, news, images…) for the benefit of our strategists.We are looking for candidates with education in data science, who not only have experience in solving complex problems but as well understand how and why the model work the way they do.They need to be motivated with dealing with large amount of very diverse data and extracting valuable insights out of it.The right candidate needs to be able to adapt quickly to new challenges, not to be afraid to experiment many times and fail before finding the right solution, challenge themselves with the feedback of the users and they will have the excitement of seeing their work being used in real live by the business.For Internships, We Are Looking At Duration Of 6 Months And We Are Flexible On The Starting Date (the Earlier The Better!). The Intern Will Participate To The Life Of The LAB And Will Take Ownership Of One Or More Topic. We Have a Great Variety Of Topics, And Some Of The Historical Propositions Included Prediction of which products are the most likely to be interesting for a given client. Automated Generation of Market Comment. Optimal Risk Management of Interest Rates Swap Risk. Regime disentanglement for financial mixture of experts models. Generative modelling for model control. Transformers for quantitative investment strategies.Based on the skillset & business need, we can select a valuable proposition for you!ResponsibilitiesDirect Responsibilities Explore and examine data from multiple diverse data sources. Conceptual modeling, statistical analysis, predictive modeling and optimization design. Data cleanup, normalization and transformation. Hypothesis testing: being able to develop hypothesis and test with careful experiments.Contributing Responsibilities Help build workflows for extraction, transformation and loading of different data from a variety of sources and enable linking them to existing systems and datasets. Ensure the integrity and security of data.Technical & Behavioral Competencies Education in data science, who not only have experience in solving complex problems but as well understand how and why the model work the way they do. Knowledge of key concepts in Statistics and Mathematics such as Probability Theory, Inference, and Linear Algebra. Knowledge or experience in Machine Learning procedures and tasks such as Classification, Prediction, and Clustering. Programming skills in Python and knowledge of common numerical and machine-learning packages (NumPy, scikit-learn, pandas, Keras, TensorFlow, PyTorch, langchain). Ability to write clear and concise code in python. Intellectually curious and willing to learn challenging concepts daily. Involvement with the Data Science community through platforms such as Kaggle, Numerai, Open ML, or others. Knowledge of current Machine Learning/Artificial Intelligence literature.Skills ReferentialBehavioural Skills:Ability to collaborate / TeamworkCritical thinkingCommunication skills - oral & writtenAttention to detail / rigorTransversal SkillsAnalytical AbilityEducation Level: Bachelor’s Degree or Master’s Degree or equivalentExperience Level: Beginner



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 19:09:35
Software Engineer Intern,GreyOrange,"Gurugram, Haryana, India",https://in.linkedin.com/jobs/view/software-engineer-intern-at-greyorange-4312002920?position=6&pageNum=0&refId=NbePR1wtIabSQu6fHvdFFA%3D%3D&trackingId=KhrCGVHOPJHonO79%2B3mCwQ%3D%3D,"Job Title: Software Development InternLocation: Gurgaon, India (Hybrid)Duration: 6 MonthsOpen Position: 1Role OverviewWe are looking for a passionate and curious Software Development Intern to join our engineering team for a 6-month internship.You will work alongside experienced engineers, contribute to real-world projects, and get exposure to advanced technologies in AI, robotics, and cloud platforms.Key ResponsibilitiesAssist in the design, development, and testing of software modules and features.Write clean, maintainable, and efficient code under guidance.Collaborate with cross-functional teams (QA, product, robotics) to deliver high-quality solutions.Debug and resolve technical issues in software components.Learn and apply modern software development practices, including Agile methodologies, version control (Git), and CI/CD.What You’ll LearnFull-cycle software development in a fast-paced, product-driven environment.Exposure to AI, robotics, cloud platforms, microservices, and distributed systems.Industry best practices in coding, testing, and deployment.Collaboration with senior engineers, architects, and product teams.QualificationsPursuing or recently completed B.Tech / B.E. / M.Tech in Computer Science, IT, or related field from tier 1 college only.Strong understanding of OOP concepts, data structures, and algorithms.Proficiency in at least one programming language (Java, Python, C++ or Go).Familiarity with databases (SQL/NoSQL) and web technologies is a plus.Enthusiastic about problem-solving, innovation, and learning new technologies.Perks & BenefitsIt's a paid internship.Opportunity to work on cutting-edge robotics and AI software.Mentorship from industry experts and exposure to global teams.



        
            Show more
          

          



        
            Show less",Data Science Intern,Entry Level,7,2025-10-08 19:09:42
