title,company,location,link,description,searched_for,experience_level_filter,days_back,scraped_at
Front-End Developer Intern,WEBBOOST SOLUTION IT SERVICES,India,https://in.linkedin.com/jobs/view/front-end-developer-intern-at-webboost-solution-it-services-4312015071?position=22&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=%2BoBVmDe6WltsjAwfUyBOUw%3D%3D,"Front-End Developer Intern (Paid)Company: WebBoost Solutions by UMLocation: RemoteDuration: 3 monthsApplication Deadline: 09th October 2025Opportunity: Full-time role based on performance + Internship CertificateAbout WebBoost Solutions by UMWebBoost Solutions by UM provides students and graduates with hands-on experience in front-end development, equipping them with the skills needed for a successful career.ResponsibilitiesDesign, code, and modify websitesImplement responsive and interactive web featuresDevelop user-friendly interfaces and experiencesTest and debug code to ensure seamless functionalityUse front-end tools and frameworksRequirementsEnrolled in or a recent graduate of a relevant programSkilled in HTML, CSS, and JavaScriptFamiliarity with frameworks like React, Angular, or Vue.js (preferred)Strong communication and teamwork skillsStipend & BenefitsStipend: ₹7,500 - ₹15,000 (Performance-Based) (Paid)Real-world front-end development experienceCertificate of Internship & Letter of RecommendationOpportunity to build a strong portfolio with impactful projectsHow to ApplySubmit your application with the subject line s applicants from all backgrounds.



        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:23:36
Associate Developer Intern,Jivox,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/associate-developer-intern-at-jivox-4309700055?position=23&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=n2dvzaeOhOQKiic5hzloOA%3D%3D,"About Jivox:Jivox is the pioneer of generative commerce marketing where generative AI meets granular shopper audience and contextual data to bring bespoke brand messaging and offers to individual consumers at the most relevant moments in their buying journeys. The flagship Jivox IQ DaVinci Commerce Media Campaign Management Platform™ unites creative, audience and media in a single workflow, enabling advertisers, retailers and agencies to launch self-service commerce media campaigns in under five minutes. Jivox delivers speed, scale and precision using pre-approved, reusable templates, AI-driven automation, and first-party data. IQ DaVinci increases sales by easily activating data across multiple commerce media networks and channels (display, social, video/CTV). Jivox is trusted by retailers and brand leaders that include Giant Eagle, Stop-n-Shop, SimpliSafe, Nestle, Procter & Gamble and Unilever.Job DescriptionPosition: Associate Developer - Intern Javascript (Night Shift Role)Job Location: Sarjapur Main Road, Bangalore, IndiaExperience: 0 to 1 year of experienceMust HaveHands-on in HTML5 and CSS3 and JavaScript knowledge of jQuery, GreenSock, JSON and XMLGood to have cross-browser / Cross-platform compatibility knowledge.Unit testing skillsDebugging skillsShould able to write the code using the mentioned technologies and should be able to debug over multiple OS across browsersGood to HaveExperience in PHP, MySQLKnowledge of Adobe Animate (Canvas)Knowledge of Adobe EdgeKnowledge of Google Web Designer (GWD)Knowledge in Digital Marketing



        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:23:46
Python Developer Trainee Internship in Gurgaon,Monkhub Innovations,"Gurgaon, Haryana, India",https://in.linkedin.com/jobs/view/python-developer-trainee-internship-in-gurgaon-at-monkhub-innovations-4312376582?position=24&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=%2FsB4Ljjcm0pz63DU%2F695mw%3D%3D,"Selected Intern's Day-to-day Responsibilities Include Assist in writing clean, efficient, and well-documented Python code. Support the development and maintenance of web applications, APIs, and backend systems. Collaborate with developers, designers, and QA teams to deliver features. Conduct basic testing and debugging of code. Participate in team meetings, code reviews, and knowledge-sharing sessions. Learn and apply software engineering principles and best practices. Document your work and contribute to internal tools and utilities.About Company: Monkhub is a digital innovation company. We are passionate about developing and delivering great services. We use design thinking, creativity, innovation, and an analytical approach to solve complex problems and create a timeless experience that helps our partners positively impact their businesses, customers, and community. Our team is dedicated like monks, as our ethics are hard work and integrity.
        


        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:23:56
"AI Engineer, Intern",Newfold Digital,Mumbai Metropolitan Region,https://in.linkedin.com/jobs/view/ai-engineer-intern-at-newfold-digital-4300861727?position=25&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=YsXt5u%2BbM9fQzCi7XfBYIw%3D%3D,"About UsNewfold Digital is a leading web technology company serving nearly seven million customers globally. Established in 2021 through the combination of leading web services providers Endurance Web Presence and Web.com Group, our portfolio of brands includes: BlueHost, Crazy Domains, HostGator, Network Solutions, Register.com, Web.com, and many others. We help customers of all sized build a digital presence that delivers results. With our extensive product offerings and personalized support, we take pride in collaborating with customers to serve their online presence needs.Why this roleKick-start your career by building real GenAI features used by SMBs on our web-presence platforms. You’ll learn from senior engineers, ship code, and see measurable impact—fast.What You Will DoBuild and ship APIs in Python (FastAPI) or .NET/C# with tests, type hints, and clean structure.Contribute to agentic features using Semantic Kernel or LangChain/LangGraph (tool calling + structured outputs).Implement simple RAG (1-liner): wire retrieval using Azure AI Search or a vector store (e.g., pgvector) under mentorship.Instrument & iterate: add traces/metrics (OTEL, Langfuse), watch latency/cost, write concise docs, and demo your work.Minimum QualificationsRecent graduate (0–1 year experience).Strong data structures & algorithms (arrays, strings, hash maps, graphs, complexity).Proficient in Python or C#, Git, and basic SQL.Side/college projects in AI (share links!): e.g., chatbot, RAG , classifier, or agent using tools/functions.Familiar with prompts, tool calling, structured outputs; eager to learn multi-provider LLM patterns.Clear written/spoken communication; comfortable with 8:30 AM–12:30 PM ET overlap.Nice to haveVector DB basics (pgvector/Qdrant/Chroma) and Azure fundamentals.Containers (Docker), Postgres basics, Langfuse/OpenTelemetry exposure.Any experience with LangChain/LangGraph or Semantic Kernel.What You’ll Learn HereAgent orchestration patterns in production (handoff / sequential / concurrent).RAG evaluation basics and index hygiene.CI/CD and code review habits for high-throughput services.How to design for reliability, cost, and latency in GenAI systems.Why will you love us?We’ve evolved: We provide three work environment scenarios. You can feel like a Newfolder in a work-from-home, hybrid, or work-from-the-office environment.Work-life balance: Our work is thrilling and meaningful, but we know balance is keyto living well.We celebrate one another’s differences: We’re proud of our culture of diversity and inclusion. We foster a culture of belonging. Our company and customers benefit when employees bring their authentic selves to work. We have programs that bring us together on important issues and provide learning and development opportunities for all employees. We have 20+ affinity groups where you can network and connect with Newfolders globally.We care about you: At Newfold, taking care of our employees is our top priority. We make sure that cutting edge benefits are in place for you. Some of the benefits you will have: We have partnered with some of the best insurance providers to provide you excellent Health Insurance options, Education/ Certification Sponsorships to give you a chance to further your knowledge, Flexi-leaves to take personal time off and much more. Building a community one domain at a time, one employee at a time. All our employees are eligible for a free domain and WordPress blog as we sponsor the domain registration costs.Where can we take you? We’re fans of helping our employees learn different aspects of the business, be challenged with new tasks, be mentored, and grow their careers. Unfold new possibilities with #teamnewfold!This Job Description includes the essential job functions required to perform the job described above, as well as additional duties and responsibilities. This Job Description is not an exhaustive list of all functions that the employee performing this job may be required to perform. The Company reserves the right to revise the Job Description at any time, and to require the employee to perform functions in addition to those listed above.



        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:24:03
Jr. React Developer (NV46FCT RM 3320),Source-Right,"Pollachi, Tamil Nadu, India",https://in.linkedin.com/jobs/view/jr-react-developer-nv46fct-rm-3320-at-source-right-4310143892?position=26&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=OXWDuvA7smgen2FoHurnUA%3D%3D,"Position: Jr. React Developer (NV46FCT RM 3320)Job DescriptionStrong experience in React.js developmentExpert-level knowledge of JavaScript (ES6+) and TypeScriptProficiency in HTML5 and CSS3Experience with React hooks and state management (e.g. Redux, MobX)Familiarity with React Router and single-page application architecture Proficiency in testing frameworks (Jest, React Testing Library)Experience with RESTful APIs and GraphQLKnowledge of build tools and version control systems (Webpack, Git)Understanding of performance optimization in React applicationsCuriosity and enthusiasm for learning new technologies in the React ecosystem



        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:24:12
MTS 2 (C++),Adobe,"Noida, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/mts-2-c%2B%2B-at-adobe-4289056280?position=27&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=5aZ%2BH9LuaFvYX2ccSzg5gg%3D%3D,"Our CompanyChanging the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!Be part of the Acrobat team driving the next era of document productivity and intelligent comprehension.Reimagine Acrobat with a modern, user-centric experience focused on customer delight.Build next-generation document management solutions by integrating cloud-based services and frameworks into Acrobat and Reader.Develop innovative tools and techniques for seamless interaction with documentsDesign and implement advanced document processing systems for intelligent content extraction, indexing, and search.Create innovative document algorithms to power operations on documents. Think beyond to solve challenges for hundreds of millions of usersDeliver intuitive, powerful solutions for document review, commenting, and approval workflows.Develop scalable security features to protect and empower nearly a billion Acrobat users worldwide.Adobe is proud to be an Equal Employment Opportunity employer. We do not discriminate based on gender, race or color, ethnicity or national origin, age, disability, religion, sexual orientation, gender identity or expression, veteran status, or any other applicable characteristics protected by law. Learn more.Adobe aims to make Adobe.com accessible to any and all users. If you have a disability or special need that requires accommodation to navigate our website or complete the application process, email accommodations@adobe.com or call (408) 536-3015.
        


        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:24:23
Web Development Internship in Jaipur,Trumpet Media,"Jaipur, Rajasthan, India",https://in.linkedin.com/jobs/view/web-development-internship-in-jaipur-at-trumpet-media-4310501040?position=28&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=Nl7SeRpIb5YdwVvpsB%2F8tw%3D%3D,"Weare seeking a motivated and talented Developer Intern to join our dynamic team. This internship provides an excellent opportunity for students or recent graduates to gain hands-on experience in a fast-paced, real-world environment. The ideal candidate will be well-versed in Shopify, WordPress, React & Node.js, and will work closely with our development team to build and maintain web applications.Key Responsibilities Collaborate with the development team to design, develop, and deploy web applications. Write clean, efficient, and maintainable code using React, Node.js, and MongoDB. Assist in the design and implementation of database schemas. Participate in code reviews and provide constructive feedback to peers. Troubleshoot and debug applications to optimize performance. Assist in the integration of third-party APIs and services. Contribute to the documentation of development processes, code, and design decisions. Stayup-to-date with emerging technologies and industry trends.Requirements Education: Currently pursuing or recently completed a Bachelor's degree in Computer Science, Information Technology, or a related field. Technical Skills: Proficient in JavaScript and its frameworks, especially React and Node.js. Experience with Shopify & WordPress. Understanding f front-end technologies such as HTML, CSS, and JavaScript. Familiarity with RESTful APIs and asynchronous request handling. Additional Skills: Strong problem-solving skills and attention to detail. Excellent communication and teamwork skills. Ability to learn new technologies and adapt quickly. Familiarity with version control systems (e.g., Git)About Company: We are a marketing agency offering performance marketing, SMO, website development, and UX/UI design across India. We have worked with leading startups across India. Some of our clients include OLA, Uber, Swiggy, and Dunzo.
        


        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:24:33
front-end developer intern,Geniuses Factory,"Koderma, Jharkhand, India",https://in.linkedin.com/jobs/view/front-end-developer-intern-at-geniuses-factory-4308759650?position=29&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=%2F%2BugUDRQrasvrrUJGDlEFQ%3D%3D,"DescriptionWe are looking for a Front-End Developer Intern to join Geniuses Factory, a leading company in the Education Management industry. As a Front-End Developer Intern, you will play a crucial role in developing and maintaining the front-end of our software applications. This internship offers a great opportunity to gain hands-on experience in software development and work on exciting projects in a remote setting.As a Front-End Developer Intern at Geniuses Factory, you will be involved in creating user-friendly interfaces, optimizing web applications for maximum speed and scalability, and collaborating with cross-functional teams to deliver high-quality products. This role is essential in ensuring a seamless user experience and driving innovation in our software solutions.ResponsibilitiesDeveloping user-facing features using HTML, CSS, and JavaScriptOptimizing applications for maximum speed and scalabilityCollaborating with back-end developers and web designers to improve usabilityCreating quality mockups and prototypesEnsuring the technical feasibility of UI/UX designsImplementing responsive design principlesFixing bugs and troubleshooting issuesStaying up-to-date on emerging technologiesRequirementsProficiency in HTML, CSS, and JavaScriptBasic understanding of server-side CSS pre-processing platformsKnowledge of web development tools and frameworksStrong problem-solving skillsAbility to work in a team environmentAttention to detailGood communication skillsPassion for learning and growing in the field of front-end development



        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:24:40
Software Engineer Intern,Kran Consulting Pvt. Ltd,"Trivandrum, Kerala, India",https://in.linkedin.com/jobs/view/software-engineer-intern-at-kran-consulting-pvt-ltd-4312302559?position=30&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=BPgUYTVjurXerZx%2BxVZHpw%3D%3D,"DescriptionWe are looking for a motivated and enthusiastic Software Engineer Intern to join our development team. The intern will work closely with experienced developers to design, build, and maintain robust server-side applications using Java and other technologies, while gaining hands-on experience in software development and best industry practices.Experience0-1 YearsQualification:B.E./ B. Tech in any specialization or MCA..Location:TrivandrumSkills/RequirementsBachelor's degree or equivalent in Computer Science or related field Strong written and verbal communication skills to convey technical concepts clearly and effectively. Excellent problem-solving skills to identify and resolve issues efficiently. Knowledge or experience in React is a plus.Responsibilities Work closely with the development team to design, build, and maintain reliable server-side applications using Java technologies. Write clean, efficient, and well-structured code to implement business logic. Ensure application performance, stability, and scalability. Manage databases using SQL and ORM tools. Participate in code reviews and follow key Software Development Life Cycle (SDLC) practices. Assist in debugging and resolving application issues. Stay updated on the latest back-end technologies and industry best practices. Proactively share relevant insights with the Project Manager to support effective project execution.In addition to the outlined roles and responsibilities, you may be assigned to any other duties by the Management from time to time based on evolving project or business needs.
        


        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:24:46
Front End Development Intern,Essor Talents Consultancy,India,https://in.linkedin.com/jobs/view/front-end-development-intern-at-essor-talents-consultancy-4309188604?position=31&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=ICwrXSeDiEjSLMftYwSYNg%3D%3D,"Job Title: Front End Development InternJob ID: RF515Work Mode: RemoteExperience Required: FresherStipend: ₹7,500 per monthWorking Days: 5 DaysAbout the OpportunityThis internship is designed for students or recent graduates passionate about web development and design. As a Frontend Developer Intern, you will gain hands-on experience working on real-world projects, collaborating with cross-functional teams, and building responsive, interactive, and user-friendly web interfaces. This role offers the chance to strengthen your skills in HTML, CSS, JavaScript, and modern frameworks like React, Angular, or Vue.js, with the potential for a full-time opportunity based on performance.Key ResponsibilitiesDevelop and maintain user-facing features using React.js, Vue.js, or Angular.Collaborate with UI/UX designers to translate design mockups into functional web pages.Ensure technical feasibility of designs and optimize applications for performance and scalability.Integrate frontend components with backend APIs.Write clean, maintainable, and reusable code.Test, debug, and troubleshoot to improve user experience.Participate in team meetings, report progress, and address blockers.Use Git/GitHub for version control and collaborative development.RequirementsPursuing or recently completed a Bachelor’s degree in Computer Science, Information Technology, or related field.Strong understanding of HTML5, CSS3, and JavaScript.Familiarity with at least one framework: React, Angular, or Vue.js.Basic understanding of RESTful APIs and asynchronous programming (AJAX, Fetch).Knowledge of responsive design and cross-browser compatibility.Strong problem-solving, communication, and teamwork skills.Experience with tools like Git, Figma, or Visual Studio Code is an added advantage.Perks & BenefitsInternship Certificate upon completionLetter of RecommendationFlexible working hoursHybrid working optionsCounselling and mentorship supportOpportunity for full-time employment based on performanceInternship DetailsDuration: 2 MonthsType: Work From Home (Full-Time)



        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:24:54
Python Developer Intern,CODEXINTERN,India,https://in.linkedin.com/jobs/view/python-developer-intern-at-codexintern-4309194483?position=32&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=nPAPHfX2fKrNbJ%2FXQZVffw%3D%3D,"Job Title: Python Developer InternCompany: COEXINTERNLocation: Remote/VirtualStipend: UnpaidDuration: 1 MonthBenefits & Perks:Certificate of completion and potential for future employment opportunities.Goodies if eligible upon successfully completing the internship.Company DescriptionCODEXINTERN specializes in providing top-tier IT services and consulting, focusing on empowering the next generation of developers through hands-on internships in various domains, including Python programming. The company offers practical experience to aspiring professionals in software development, including data science, automation, and backend services.Role DescriptionAre you a college student passionate about Python programming? Looking to gain real-world experience and enhance your skills? CODEXINTERN is excited to offer a Python Internship designed specifically for beginners like you!Requirements:Currently enrolled in a college or university.Basic understanding of Python and its libraries.Eagerness to learn and grow in a professional environment.No prior work experience required—just your enthusiasm and willingness to learn!Why Join Us?Mentorship from industry professionals.Flexible work schedule to accommodate your studies.Opportunity to work on meaningful projects.Certificate of completion and potential for future employment opportunities.Goodies if eligible upon successfully completing the internship.Employment: InternshipIndustry: Software Development



        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:25:01
Python Developer Intern,CODEXINTERN,India,https://in.linkedin.com/jobs/view/python-developer-intern-at-codexintern-4310316799?position=33&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=k3YLIldfflpX%2F40srpqZJw%3D%3D,"Job Title: Python Developer InternCompany: COEXINTERNLocation: Remote/VirtualStipend: UnpaidDuration: 1 MonthBenefits & Perks:Certificate of completion and potential for future employment opportunities.Goodies if eligible upon successfully completing the internship.Company DescriptionCODEXINTERN specializes in providing top-tier IT services and consulting, focusing on empowering the next generation of developers through hands-on internships in various domains, including Python programming. The company offers practical experience to aspiring professionals in software development, including data science, automation, and backend services.Role DescriptionAre you a college student passionate about Python programming? Looking to gain real-world experience and enhance your skills? CODEXINTERN is excited to offer a Python Internship designed specifically for beginners like you!Requirements:Currently enrolled in a college or university.Basic understanding of Python and its libraries.Eagerness to learn and grow in a professional environment.No prior work experience required—just your enthusiasm and willingness to learn!Why Join Us?Mentorship from industry professionals.Flexible work schedule to accommodate your studies.Opportunity to work on meaningful projects.Certificate of completion and potential for future employment opportunities.Goodies if eligible upon successfully completing the internship.Employment: InternshipIndustry: Software Development



        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:25:12
WEB DEVELOPMENT INTERN,Elevate Labs,"Bengaluru, Karnataka, India",https://in.linkedin.com/jobs/view/web-development-intern-at-elevate-labs-4307993281?position=34&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=Vl7vwLkd6kaoxW995BXcdg%3D%3D,"Web Development Internship Opportunity (Remote, 45Days – Unpaid)✅ No THOUSANDS OF registration fees, no THOUSANDS OF joining fees, no course purchases — this is a 100% skill-focused internship designed to give you hands-on experience in Web Development using industry-relevant tools and frameworks.📍 Location: Remote⏳ Duration: 45 DAYS 💸 Compensation: Unpaid🎓 Eligibility: Open to all 1st, 2nd, 3rd, and 4th Year Students, as well as Recent Graduates🔍 About the Internship:Elevate Labs offers an intensive and practical Web Development internship designed to equip you with real-world skills. Through live projects and structured mentorship, you'll gain hands-on experience building responsive websites, working with frontend and backend technologies, and deploying applications.🎯 No fluff — just real development tasks, tools, and practices that make you job-ready.✨ What You’ll Gain:✔️ MSME Registered Internship Certificate✔️ Letter of Recommendation (LOR) for top performers✔️ Top Performer Badge to boost your LinkedIn and resume✔️ Opportunity for a Full-Time Role — Top 10 performers will be considered🌟 Who Should Apply?Students from any year (1st–4th)Recent GraduatesAnyone interested in Frontend, Backend, or Full Stack Web Development🧠 Skills You’ll Practice:HTML, CSS, and JavaScript FundamentalsResponsive Web DesignFrontend Development with React or similar frameworksBackend Basics with Node.js, Express.jsDatabase Integration (MongoDB / MySQL)API Integration and RESTful ServicesVersion Control with Git and GitHubBasic Deployment with Netlify, Vercel, or Heroku🔧 Tools & Technologies:HTML, CSS, JavaScriptReact.js / Bootstrap / Tailwind CSSNode.js, Express.jsMongoDB / MySQLPostman, Git, GitHubVS Code, Netlify / Vercel / Heroku🚀 Ready to build, deploy, and develop real-world web applications?This internship offers a chance to sharpen your web development skills and start your journey as a frontend, backend, or full-stack developer.



        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:25:20
Full Stack Developer Intern,OneDot Communications,"Coimbatore, Tamil Nadu, India",https://in.linkedin.com/jobs/view/full-stack-developer-intern-at-onedot-communications-4303152593?position=35&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=bTmntINmimsWm0xL8poHlA%3D%3D,"Company DescriptionOneDot Communications Ltd is a global technology company dedicated to building innovative software solutions that empower businesses and individuals. We specialize in software development, AI, data science, cloud computing, and server technologies, delivering scalable and reliable products and services. Our expertise spans full-stack development using .NET, Next.js, and PostgreSQL, and deployment on cloud platforms such as Render and DigitalOcean. Our flagship products, including OneDot Education, OneDot HRM, and the open-source framework OnedotJS, are designed to simplify complex workflows and accelerate digital transformation.Role DescriptionThis is a full-time remote role for a Full Stack Developer Intern. The intern will participate in designing, developing, and implementing both front-end and back-end components of web applications. Responsibilities include collaborating with cross-functional teams to develop scalable software solutions, troubleshooting and debugging applications, and contributing to the enhancement of existing platforms.Daily tasks include writing clean, maintainable code, conducting code reviews, and staying updated on new technologies and best practices. The role involves working with .NET, Next.js, PostgreSQL, and deploying applications on cloud platforms like Render or DigitalOcean.QualificationsExperience in Front-End Development, including proficiency in CSSSkills in Back-End Web Development and Software DevelopmentProficiency in Full-Stack DevelopmentUnderstanding of web technologies and frameworks, including .NET and Next.jsExperience with databases such as PostgreSQLFamiliarity with cloud platforms such as Render or DigitalOceanExcellent communication and teamwork skillsAbility to work independently and remotelyEnthusiasm for learning and applying new technologiesRelevant coursework or projects in web development is a plus



        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:25:25
We Are Hiring Java Developer Intern,EazyByts.com,India,https://in.linkedin.com/jobs/view/we-are-hiring-java-developer-intern-at-eazybyts-com-4309470058?position=36&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=seF306Cur69hx7%2FQxqH1FA%3D%3D,"Location: Remote (Work From Home)Company: EazyByts.comStipend: UnpaidAbout the RoleWe’re looking for passionate and motivated individuals to join us as Java Developer Interns. This fully remote internship offers an opportunity to gain hands-on experience working on real-world projects. As part of our team, you’ll collaborate with developers, enhance your Java skills, and contribute to backend development tasks—all from the comfort of your home.Key ResponsibilitiesAssist in the development of backend systems and APIs using JavaWork with frameworks like Spring Boot (or be willing to learn)Support database operations and write optimized queries (MySQL/PostgreSQL)Debug, test, and maintain existing codebasesCollaborate remotely using version control systems like Git/GitHubWhat We’re Looking ForBasic knowledge of Java programming and object-oriented conceptsFamiliarity with databases (SQL) and version control (Git)Willingness to learn Spring Boot or similar frameworksStrong problem-solving and communication skillsAbility to work independently and manage time effectively in a remote setupWhat You’ll GainReal-world experience on live projectsMentorship and guidance from experienced developersInternship Certificate upon successful completionFlexible work hours with task-based milestonesA chance to build your professional portfolioCompany Info Website: https://eazybyts.com Location: Fully Remote



        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:25:33
Front End Web Development Intern,Calanjiyam Consultancies and Technologies,"Tamil Nadu, India",https://in.linkedin.com/jobs/view/front-end-web-development-intern-at-calanjiyam-consultancies-and-technologies-4309552699?position=37&pageNum=0&refId=tUUOe7ocyTL7rCD6eZkyXA%3D%3D&trackingId=s87vu%2FrwXI%2FnSD2ISNXRnw%3D%3D,"top of pageCalanjiyam Consultanciesand TechnologiesHomeServicesOur ProductsJobsBlogCriss Cross Tamizh BlogsAbout UsContactCoursesFull Stack TrainingFAQ'sMoreUse tab to navigate through the menu items.All CoursesFront End Web Development InternApply now!Remote ( Employer location - Tamil Nadu, India )Part timeStipend: ₹1,000 - ₹2,000 (based on performance)Focus on creating visually appealing, responsive, and user-centric interfaces using HTML, CSS, and JavaScript. Develop skills in UI/UX design principles while working on desktop and mobile web elements. Collaborate with a team to deliver seamless front-end solutions and gain real-world experience.RequirementsPursuing a degree in Computer Science, IT, or related field.Knowledge of HTML, CSS, and fundamentals of programming (FoP).Understanding of responsive UI design and web elements.Strong problem-solving and troubleshooting skills.Willingness to learn new technologies and improve skills.Good communication, teamwork, and availability for training.Day-to-day Roles and ResponsibilitiesBuild and optimize user interfaces using HTML, CSS, and JavaScript.Ensure designs are responsive and compatible across devices.Collaborate with designers to translate mockups into functional web pages.Debug and fix UI/UX-related issues during development.Stay updated with front-end technologies and frameworks.Benefits and recognitionInternship Completion Certificate and Letter of Recommendation.Awards and bonuses for outstanding contributions.Hands-on training in the latest front-end tools and frameworks.Flexible schedule with opportunities to enhance UI/UX design skills.Grow Your VisionWelcome visitors to your site with a short, engaging introduction.Double click to edit and add your own text.About The CompanyAt Calanjiyam Consultancies and Technologies, we are a forward-thinking, dynamic team driven by a shared passion for innovation and excellence. As a company specializing in cutting-edge solutions, we are dedicated to helping small-scale businesses and Micro, Small, and Medium Enterprises (MSMEs) thrive in today’s digital landscape. With a focus on delivering customized services such as web design, mobile applications, web-based software, consulting, and technology-related solutions, we aim to transform our clients' challenges into opportunities.Our mission is to exceed client expectations through creativity, integrity, and collaboration. We also pride ourselves on developing our products, such as our Project Management Tool which combines ERP, CRM, and HRMS features to streamline business processes for MSMEs.At Calanjiyam, we believe in fostering a collaborative work environment where innovation, creativity, and career growth are encouraged. If you’re passionate about technology and want to be part of a team that’s making a difference, join us and help shape the future of MSMEs through innovative solutions!Apply now!Calanjiyam Consultancies and TechnologiesThink Before ActingContactPhone+918667280728 or +917092866728Mailadmin@calanjiyam.cominfo@crisscrosstamizh.inPrivacy PolicyTerms & ConditionsDisclaimerRefund PolicySend us a messageand we’ll get back to you shortly.EmailNameYour messageThanks for submitting!© 2025 All right reserved by Calanjiyam Consultancies and Technologiesbottom of page
        


        
            Show more
          

          



        
            Show less",Junior Software Engineer,Entry Level,7,2025-10-09 12:25:42
